zcolo-cgw,198.154.124.14,2015-03-26 10:39:25.963026,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:39:25.963073,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:39:25.963097,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:39:25.963122,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:47:30.662160,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:47:30.662211,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:47:30.662239,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:47:30.662263,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:48:01.776651,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:48:01.776698,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:48:01.776724,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:48:01.776746,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:52:26.937053,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:52:26.937108,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:52:26.937135,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:52:26.937159,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:55:42.544135,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:55:42.544193,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:55:42.544224,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:55:42.544251,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:56:14.689032,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:56:14.689085,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:56:14.689180,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:56:14.689223,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:56:57.035578,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:56:57.035632,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:56:57.035660,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:56:57.035686,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:56:58.804007,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:56:58.804066,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:56:58.804095,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:56:58.804120,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:57:17.233007,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:57:17.233061,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:57:17.233089,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:57:17.233114,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:58:15.975586,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:58:15.975642,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:58:15.975671,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:58:15.975698,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 10:58:30.398790,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 10:58:30.398846,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 10:58:30.398873,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 10:58:30.398898,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 11:00:02.117822,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:00:02.117876,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 11:00:02.117906,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:00:02.117931,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 11:00:58.712312,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:00:58.712366,vpn-795d8167,54.239.50.132,False,,2015-03-25 18:00:55
ragingwire-cgw,198.1.30.114,2015-03-26 11:00:58.712395,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:00:58.712420,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 11:03:02.841206,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:03:02.841259,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 11:03:02.841286,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:03:02.841310,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 11:03:23.091604,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:03:23.091662,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 11:03:23.091690,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:03:23.091715,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 11:04:05.247702,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:04:05.247756,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 11:04:05.247784,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:04:05.247809,vpn-745d816a,54.239.50.132,False,,2015-03-25 18:03:55
zcolo-cgw,198.154.124.14,2015-03-26 11:04:40.230647,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:04:40.230702,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 11:04:40.230730,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:04:40.230755,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 11:05:07.990139,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:05:07.990192,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 11:05:07.990219,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:05:07.990243,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 11:08:56.528671,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 11:08:56.528726,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 11:08:56.528755,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 11:08:56.528781,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 12:56:09.218686,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 12:56:09.218743,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 12:56:09.218773,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 12:56:09.218802,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 12:56:58.214301,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 12:56:58.214355,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 12:56:58.214383,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 12:56:58.214407,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:12:30.450533,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:12:30.450590,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:12:30.450620,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:12:30.450647,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:12:51.336516,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:12:51.336579,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:12:51.336609,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:12:51.336635,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:13:15.976702,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:13:15.976757,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:15.976785,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:15.976810,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:13:40.543691,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:13:40.543746,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:40.543773,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:40.543798,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:13:45.053205,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:13:45.053259,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:45.053288,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:45.053313,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:13:50.938688,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:13:50.938744,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:50.938774,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:13:50.938800,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:15:19.324456,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:15:19.324509,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:15:19.324538,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:15:19.324563,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:17:26.417236,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:17:26.417298,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:17:26.417328,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:17:26.417355,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:18:22.090109,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:18:22.090150,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:18:22.090171,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:18:22.090188,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
zcolo-cgw,198.154.124.14,2015-03-26 13:19:13.786869,vpn-795d8167,54.239.50.133,True,,2015-03-26 10:22:21
zcolo-cgw,198.154.124.14,2015-03-26 13:19:13.786923,vpn-795d8167,54.239.50.132,False,,2015-03-26 18:01:19
ragingwire-cgw,198.1.30.114,2015-03-26 13:19:13.786952,vpn-745d816a,54.239.50.133,True,,2015-03-25 22:55:12
ragingwire-cgw,198.1.30.114,2015-03-26 13:19:13.786976,vpn-745d816a,54.239.50.132,False,,2015-03-26 18:04:19
